"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"94 years"	"94"	"Female"	"F"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	99	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	98	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	3990	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	82	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	15	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	67	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	61	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	13	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	48	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	48	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	48	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	349	Not Applicable	Not Applicable
	"94 years"	"94"	"Female"	"F"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	1571	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Salmonella infections (A01-A02)"	"GR113-001"	1	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	804	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Tuberculosis (A16-A19)"	"GR113-004"	32	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Respiratory tuberculosis (A16)"	"GR113-005"	26	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other tuberculosis (A17-A19)"	"GR113-006"	6	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Whooping cough (A37)"	"GR113-007"	1	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Meningococcal infection (A39)"	"GR113-009"	2	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	3084	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Syphilis (A50-A53)"	"GR113-011"	3	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Acute poliomyelitis (A80)"	"GR113-012"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Measles (B05)"	"GR113-014"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Viral hepatitis (B15-B19)"	"GR113-015"	28	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	4	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Malaria (B50-B54)"	"GR113-017"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	401	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	28413	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	359	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	466	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	586	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	2943	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	508	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	1186	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	171	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	4006	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant melanoma of skin (C43)"	"GR113-028"	499	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of breast (C50)"	"GR113-029"	39	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	7966	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	621	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	2227	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	221	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	3014	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Hodgkin disease (C81)"	"GR113-038"	29	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	1027	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Leukemia (C91-C95)"	"GR113-040"	1407	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	545	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	6	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	3601	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	1582	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Anemias (D50-D64)"	"GR113-045"	779	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4292	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	803	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Malnutrition (E40-E46)"	"GR113-048"	774	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	29	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Meningitis (G00,G03)"	"GR113-050"	14	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Parkinson disease (G20-G21)"	"GR113-051"	3163	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	14050	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	110637	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	87361	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	246	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Hypertensive heart disease (I11)"	"GR113-056"	3554	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	746	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	53885	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	13744	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	368	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	39773	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	6173	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	33600	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other heart diseases (I26-I51)"	"GR113-064"	28930	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Acute and subacute endocarditis (I33)"	"GR113-065"	32	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	26	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Heart failure (I50)"	"GR113-067"	13397	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	15475	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	3384	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	16171	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Atherosclerosis (I70)"	"GR113-071"	1668	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	2053	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	998	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	1055	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	239	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	10916	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Influenza (J09-J11)"	"GR113-077"	411	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Pneumonia (J12-J18)"	"GR113-078"	10505	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	41	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	24	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	17	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11486	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	111	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Emphysema (J43)"	"GR113-084"	614	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Asthma (J45-J46)"	"GR113-085"	146	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	10615	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Pneumoconioses and chemical effects (J60-J66,J68,U07.0)"	"GR113-087"	193	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	4453	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2877	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Peptic ulcer (K25-K28)"	"GR113-090"	373	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Diseases of appendix (K35-K38)"	"GR113-091"	29	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Hernia (K40-K46)"	"GR113-092"	222	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	256	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Alcoholic liver disease (K70)"	"GR113-094"	27	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	229	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	445	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	6192	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	37	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	199	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Renal failure (N17-N19)"	"GR113-100"	5953	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other disorders of kidney (N25,N27)"	"GR113-101"	3	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	59	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Hyperplasia of prostate (N40)"	"GR113-103"	383	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	2	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	82	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	4409	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"All other diseases (Residual) "	"GR113-111"	32006	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	6684	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	425	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	406	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other land transport accidents (V01,V05-V06,V09.1,V09.3-V09.9,V10-V11,V15-V18,V19.3,V19.8-V19.9,V80.0-V80.2,V80.6-V80.9,V81.2-V81.9,V82.2-V82.9,V87.9,V88.9,V89.1,V89.3,V89.9)"	"GR113-115"	13	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Water, air and space, and other and unspecified transport accidents and their sequelae (V90-V99,Y85)"	"GR113-116"	6	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	6259	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Falls (W00-W19)"	"GR113-118"	4307	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Accidental discharge of firearms (W32-W34)"	"GR113-119"	10	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Accidental drowning and submersion (W65-W74)"	"GR113-120"	33	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	70	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	65	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	1774	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	502	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	361	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	141	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	24	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	3	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	21	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	0	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	28	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	2	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	26	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	2	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	142	Not Applicable	Not Applicable
	"94 years"	"94"	"Male"	"M"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	629	Not Applicable	Not Applicable
	"95 years"	"95"	"Female"	"F"	"#Salmonella infections (A01-A02)"	"GR113-001"	3	Not Applicable	Not Applicable
	"95 years"	"95"	"Female"	"F"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	1	Not Applicable	Not Applicable
	"95 years"	"95"	"Female"	"F"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	1748	Not Applicable	Not Applicable
	"95 years"	"95"	"Female"	"F"	"#Tuberculosis (A16-A19)"	"GR113-004"	26	Not Applicable	Not Applicable
